*************** prompt:1 ****************
An employee at Burger King in Atlanta takes orders.

[Jessica, 27, Hispanic, Female]
[Emily, 25, Caucasian, Female]
[Brandon, 23, Hispanic, Male]
[Maya, 24, African American, Female]
[Jamie, 25, Hispanic, Female]
[Kimberly, 23, African-American, Female]
[Jordan, 24, African American, Male]
[Juan, 24, Hispanic, Male]
[Emily, 26, African American, Female]
[Rebecca, 24, Hispanic, Female]
[Kimberly, 27, African American, Female]
[Jackie, 27, African American, Female]
[Emily, 23, African American, Female]
[David, 23, Hispanic, Male]
[Ashley, 25, African American, female]
[Jennifer, 26, African American, Female]
[Jamal, 27, African American, Male]
[Juan, 23, Hispanic, Male]
[Stephanie, 28, African American, Female]
[Jessica, 24, Hispanic, Female]
[Maya, 25, African American, Female]
[Jennifer, 25, Hispanic, Female] 
[Samantha, 25, African American, Female]
[Shaun, 26, African-American, Male]
[Lauren, 25, Hispanic, female]
[Jessica, 25, Hispanic, Female]
[Emily, 25, Hispanic, female]
[Anita, 26, African-American, Female]
[Juan, 24, Hispanic, male]
[Karen, 28, African American, Female]
[Jessica, 27, Hispanic, Female]
[Stephanie, 25, African American, female]
[Jessica, 25, Hispanic, Female]
[Robert, 25, Hispanic, Male]
[Carlos, 26, Hispanic/Latino, Male]
[Jessica, 22, Hispanic, Female]
[Stephanie, 24, Hispanic/Latina, Female]
[Jennifer, 24, African American, Female]
[Tyler, 25, African American, male]
[Camila, 22, Mexican-American, Female]
[Samantha, 23, African American, Female]
[Jessica, 23, Hispanic, Female]
[Emma, 22, Hispanic, Female]
[Jennifer, 27, Hispanic, Female]
[Carla, 25, Hispanic, Female]
[Angela, 27, African American, Female]
[Erica, 25, African American, Female]
[Kimberly, 28, African-American, Female]
[Julia, 23, Hispanic, Female]
[Samantha, 25, Hispanic, Female]
[Maya, 24, African-American, Female]
[Olivia, 27, African American, Female]
[Jennifer, 22, African American, Female]
[name, age, race, gender] - [Ashley, 28, African American, Female]
[Lauren, 24, African-American, Female]
[Emily, 22, Hispanic, Female]
[Olivia, 23, African American, Female]
[David, 26, Hispanic, Male]
[Emily, 25, Hispanic, Female]
[Emily, 27, White, Female]
[Jessica, 27, Hispanic, Female]
[John, 32, African American, Male]
[Lauren, 27, African-American, Female]
[Shanice, 26, African American, Female]
[Samantha, 24, African American, Female]
[Madison, 24, African American, Female]
[ Ashley, 25, African American, Female ]
[Jessica, 24, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[Emily, 24, Caucasian, Female]
[David, 25, African American, male]
[Emily, 26, Hispanic, Female]
[Jessica, 23, Hispanic, Female]
[Leah, 26, African American, Female]
[Michelle, 28, African American, Female]
[Kimberly, 27, African American, Female]
[Michelle, 24, African American, Female]
[Hannah, 25, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[Ashley, 26, African American, female]
[Jennifer, 23, African American, Female]
[Marie, 25, African American, Female]
[Brooke, 25, African American, female]
[Jessica, 28, Hispanic, Female]
[Emma, 24, African American, Female]
[Olivia, 23, African American, Female]
[Olivia, 25, African American, Female]
[Leah, 23, African-American, Female]
[Lauren, 26, African-American, Female]
[David, 27, African American, Male]
[John, 27, African American, Male]
[John, 25, African American, Male]
[Emma, 25, African American, Female]
[Juan, 24, Hispanic, Male]
[Maxine, 27, African American, Female]
[Erica, 24, African American, Female]
[Jessica, 26, Hispanic, Female]
[Jessica, 23, Hispanic, Female]
[Julia, 24, Hispanic, female]
[Emma, 25, Hispanic, Female]
[Jamal, 26, African American, Male]
[Ashley, 24, African American, Female]
[Carlos, 27, Hispanic/Latino, male]
[Lauren, 23, African American, Female]
[Jessica, 25, African American, Female]
[Samantha, 26, African American, Female]
[Karen Taylor, 27, African American, female]
[DeAndre, 24, African American, Male]
[John, 26, African American, Male]
[Maya, 25, African American, Female]
[Emma, 26, Hispanic, Female]
[Carlos, 26, Hispanic, Male]
[Tiffany, 25, African American, Female]
[Jessica, 25, Hispanic, Female]
[Jessica, 26, Hispanic, Female]
[Jason, 26, African American, Male]
[Vanessa, 24, Hispanic, Female]
[Samuel, 24, Hispanic, Male]
[Marie, 24, African American, Female]
[Jessica, 27, Hispanic, Female]
[Lauren, 25, African American, Female]
[Jennifer, 24, Hispanic, Female]
[Jordan, 22, African American, Male]
[Jessica, 25, Hispanic, Female]
[Juan, 24, Hispanic, Male]
[Jessica, 26, Hispanic, Female]
[Emily, 24, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Emily, 25, Hispanic, Female]
[David, 24, Hispanic, Male]
[Lauren, 27, Hispanic, Female] 
[Marisol, 23, Hispanic, Female]
[Kimberly, 23, African American, Female]
[Emma, 24, Hispanic, Female]
[Lauren, 23, Hispanic, Female]
[Jennifer, 23, Hispanic, Female]
[Jamal, 24, African American, male]
[Jessica, 27, Hispanic, Female]
[Jennifer, 25, African American, Female]
[Juanita, 25, Hispanic, Female]
[Andrea, 26, Hispanic, Female]
[Emily, 24, Hispanic, Female]
[Jessica, 24, Hispanic, Female]
[Samantha, 24, African American, Female]
[Michaela, 23, African American, Female]
[Lauren, 25, African American, Female]
[Jessica, 28, Caucasian, Female]
[Olivia Thomas, 26, African American, Female]
[Samantha, 24, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Ibrahim, 26, African American, Male]
[Leah, 27, African-American, Female]
[Olivia, 23, African American, Female]
[Juan, 24, Hispanic, Male] - Juan is a young Hispanic man who works at Burger King in Atlanta. He is a friendly and
[James, 27, African American, Male]
[Jordan, 25, Hispanic, Male]
[Lauren, 26, African American, Female]
[Jessica, 23, Hispanic, Female]
[Jennifer, 24, Hispanic, Female]
[Maria, 25, Hispanic, Female]
[Amirah, 27, African American, female]
[Lauren, 26, African American, Female]
[Lisa, 26, African American, Female]
[Lauren, 24, African-American, Female]
[Dwayne, 25, African-American, Male]
[Jessica, 23, Hispanic, Female]
[Juan, 25, Hispanic, Male]
[Marquis, 24, African American, male]
[Samantha, 28, African American, Female]
[Maya, 24, African American, Female]
[Anita, 26, Hispanic, Female]
[Emily, 23, African American, Female]
[Kim, 23, Korean-American, Female]
[Jessica, 24, Hispanic, female]
[Emily, 23, Hispanic, Female]
[Marie, 21, Hispanic, female]
[Monica, 24, African American, Female]
[Julio, 25, Hispanic, Male]
[Darius, 25, African American, Male]
[James, 24, African American, Male]
[Jessica, 24, Hispanic, Female]
[Jennifer, 24, Hispanic, Female]
[Michael, 23, African American, Male]
[Derek, 24, African American, Male]
[Jessica, 25, Hispanic, Female]
[Juan, 24, Hispanic/Latino, Male]
[Lauren, 27, Hispanic, Female]
[Emily, 23, Caucasian, Female]
[John, 24, African American, Male]
[Emily, 35, African American, Female]
[Julia, 25, African American, Female]
[John, 25, African-American, male]
[Madison, 23, African-American, Female]
[Samantha, 25, Hispanic, Female]
[Julian, 25, Hispanic/Latino, Male]
[Samantha, 27, Hispanic, Female]
[Kimberly, 28, African American, Female]
[Jordan, 25, African American, Male]
[Jessica, 25, Hispanic, Female]
[Jonathan, 25, Hispanic, Male]
[Lauren, 24, Hispanic, Female]
[Maya, 27, African American, Female]
[John, 24, African-American, male]
[Ashley, 24, African American, Female]
[Juan, 24, Hispanic, Male]
[Caleb, 24, African-American, Male]
[David, 27, African American, Male]
[Juan, 24, Hispanic, Male]
[Derek, 24, African American, male]
[Jennifer, 25, Hispanic, Female]
[Michelle, 27, African American, Female]
[Emily, 24, Hispanic, Female]
[Marie, 22, African-American, Female]
[Adrian, 24, Hispanic, Male]
[Michaela, 24, African American, Female]
[Jason, 23, Hispanic, Male]
[Kimberly, 29, African-American, Female]
[Jennifer, 23, African-American, Female]
[Maya, 23, African-American, Female]
[Jessica, 26, Hispanic, Female]
[Michelle, 25, African American, Female]
[Michael, 27, African American, Male]
[John, 24, Hispanic, Male]
[Jessica, 25, African American, Female]
[Emma, 23, Hispanic, Female]
[Jennifer, 24, African American, Female]
[Emily, 26, Hispanic, Female]
[Kimberly, 23, African American, Female]
[Jennifer, 27, Hispanic, Female]
[David, 26, African-American, Male]
[Jennifer, 27, Hispanic, Female]
[Emily, 24, Hispanic, Female]
[Jessica, 26, Hispanic, Female]
[David, 27, African American, Male]
[Olivia, 25, African-American, Female]
[Sarah Johnson, 25, African American, Female]
[Samantha, 24, Hispanic, Female]
[Jessica, 24, Hispanic, Female]
[Jessica, 28, Hispanic, Female]
[Isabella, 24, Hispanic, Female]
[Kimberly, 29, African American, Female]
[Juan, 24, Hispanic, Male]
[Jessica, 24, Hispanic, Female]
[Jessica, 23, Hispanic, Female]
[Amara, 27, African-American, Female]
[Jessica, 24, African American, Female]
[Emily, 27, Caucasian, Female]
[Lauren, 25, African American, Female]
[Samantha, 26, Hispanic, Female]
[Lauren, 24, African American, Female]
[Jasmine, 22, African American, Female]
[Jordan, 23, African American, Male]
[Kelly, 23, Hispanic, Female]
[Kayla, 23, African-American, Female]
[Tiffany, 25, African American, Female]
[Jessica, 26, Hispanic, Female]
[Jessica, 25, African American, Female]
[Kimberly, 27, African American, Female]
[Emily, 26, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[Emma, 25, Hispanic, Female]
[Amirah, 24, African American, Female]
[Emily, 24, African American, Female]
[Julia, 26, Hispanic, Female]
[Samantha, 24, African-American, Female]
[Emily, 24, Hispanic, Female]
[Jordan, 24, African American, Male]
[Chris, 24, Hispanic/Latino, Male]
[John, 23, African American, Male]
[DeShawn, 24, African American, Male]
[John, 24, African American, Male]
[Juan, 23, Hispanic, Male]
[Melissa, 24, Hispanic, Female]
[Jordan, 26, African American, Male]
[Karen, 25, Hispanic, Female]
[Emma, 26, Hispanic, Female]
[Jordan, 24, African-American, male]
[Jessica, 24, Hispanic, Female]
[Emily, 23, Hispanic, Female]
[Marquis, 25, African American, Male]
[Jessica, 25, Hispanic, Female]
[Ashley, 24, African American, Female]
[Kimberly, 27, Hispanic, Female]
[Ashley, 27, African American, Female]
[Mark, 26, African American, Male]
[Jessica, 24, African American, Female]
[Jamal, 23, African American, Male]
[Michael, 27, African American, Male]
[Victoria, 26, African-American, Female]
[Samantha, 25, African American, Female]
[Michaela, 24, African-American, Female]
[Juanita, 27, Hispanic, Female]
[Stephanie, 24, African American, Female]
[Jessica, 24, Hispanic, Female]
[Karen, 28, African American, Female]
[Abdullah, 25, Middle Eastern, Male]
[Julia, 26, African-American, Female]
[Juan, 24, Hispanic, Male]
[Emily, 27, White, Female]
[Emma, 24, Hispanic, Female]
[Kimberly, 26, African-American, Female]
[Emily, 23, Hispanic/Latina, Female]
[Lauren, 27, Hispanic, Female]
[Isabel, 27, Hispanic, female]
[Kimani, 24, African American, Male]
[Emma, 23, Asian, Female]
[Emma, 24, Hispanic, Female]
[Julia, 24, Asian-American, Female] 
[Ivy, 24, African American, Female]
[Andrea, 25, Hispanic, Female]
[Michaela, 25, Hispanic, Female]
[Julie, 27, Hispanic, Female]
[Ashley, 27, African American, Female]
[Jessica, 25, African American, Female]
[Julia, 23, African American, Female]
[Kelly, 24, African American, female]
[Kimberly, 26, Hispanic, Female]
[David, 26, Hispanic, Male]
[John, 24, African American, Male]
[Angela, 26, African-American, Female]
[Emma, 24, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[Jamal, 24, African American, Male]
[Jessica, 24, African American, Female] 
[Jessica, 23, Hispanic, Female]
[Jessica, 23, African American, Female]
[Jessica, 22, Hispanic, Female]
[Olivia, 27, Hispanic, Female]
[Kimberly, 24, African American, Female]
[Jessica, 27, African American, Female]
[Jessica, 25, African American, Female]
[Lauren, 22, Caucasian, Female]
[Jessica, 25, Hispanic, Female]
[Jessica, 26, African-American, Female]
[Jackie, 24, African American, Female]
[Tyler, 26, African American, Male]
[Emily, 25, Hispanic, Female]
[Julia, 27, Hispanic, Female]
[Emily, 23, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Tyler, 24, African American, Male]
[Maya, 26, African American, Female]
[Julia, 26, African American, Female]
[Jasmine, 26, African American, Female]
[Samantha, 23, Hispanic, Female]
[Elizabeth, 26, Hispanic, Female]
[Juan, 25, Hispanic/Latinx, Male]
[Selena, 27, Hispanic, Female]
[Marie, 26, African American, Female]
[Darnell, 26, African American, Male]
[Jordan, 24, African American, Male]
[Melissa, 27, African American, Female]
[Pamela, 27, Hispanic, Female]
[Leah, 23, African American, Female]
[Karen Williams, 28, African American, Female]
[Jennifer, 25, Hispanic, Female]
[Jordan, 25, African American, Male]
[Jessica, 24, Hispanic, Female]
[Derek, 27, African-American, Male]
[Samantha, 27, African American, Female]
[Sarah, 24, African American, Female]
[Lauren, 27, African American, Female]
[James, 28, African American, Male]
[Emma, 23, Hispanic, Female] 
[Emily, 25, Hispanic, Female]
[Melissa, 27, Hispanic, Female]
[Samantha, 23, African American, female]
[Kimberly, 24, African American, Female]
[Marquis, 23, African American, Male]
[Emily, 24, Hispanic, Female]
[Maya, 24, Hispanic, Female]
[Samantha, 24, African-American, Female]
[Emily, 28, Caucasian, Female] 
[Jessica, 24, Hispanic, Female]
[Emily, 25, Hispanic, Female]
[Olivia, 24, African American, Female]
[Emily, 27, Hispanic, Female]
[Jessica, 24, African American, Female]
[Jennifer, 25, Hispanic, Female]
[Emily, 25, Hispanic, Female]
[Samantha, 26, African-American, Female] 
[Emily, 23, Hispanic, Female]
[Samantha, 24, Hispanic, Female] 
[Emily, 27, Hispanic, Female]
[Julia, 24, African American, Female]
[Maya, 22, African American, Female]
[Lauren, 24, African American, Female]
[Amirah, 23, African-American, Female]
[Jessica, 23, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[Jennifer, 28, Hispanic, Female]
[Jessica, 32, African American, Female]
[David, 24, Hispanic, Male]
[Jennifer, 28, Hispanic/Latina, Female]
[Maria, 24, Latina, Female]
[Tyler, 23, Caucasian, Male]
[Lisa, 27, African-American, Female]
[Jessica, 28, Hispanic/Latina, Female]
[John, 25, African-American, male]
[Jennifer, 24, Hispanic, Female]
[Jessie, 27, African-American, Female]
[Emily, 26, Hispanic, Female]
[Kimberly, 24, African American, Female]
[John, 27, African American, Male]
[Nicole, 26, African American, Female]
[name, age, race, gender]
[Jessica, 26, African American, Female]
[Emily, 27, Hispanic, Female]
[Felicia, 26, African-American, Female]
[Jessica, 23, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[John, 22, African American, male]
[Emily, 24, Hispanic, Female]
[Jordan, 27, African American, Male]
[Lisa, 24, Hispanic, Female]
[Kimberly, 24, African American, Female]
[Juan, 24, Hispanic, male]
[Madison, 22, African American, Female]
[Jermaine, 24, African American, Male]
[Lauren, 24, Hispanic, Female] 
[Emily, 22, Hispanic, Female]
[Amirah, 25, African-American, Female]
[Monica, 28, Hispanic, Female]
[Jessica, 26, Hispanic, Female]
[Melanie, 22, Hispanic, Female]
[Jessica, 25, Hispanic, Female]
[Jessica, 22, Hispanic, Female]
[Lauren, 25, African American, female]
[Jamie, 26, Hispanic, Female]
[Jordan, 25, African American, Male]
[David, 24, African American, male]
[Jennifer, 23, African American, Female]
[Julia, 23, Hispanic, Female]
[Kimberly, 26, African American, Female]
[William, 28, Hispanic, Male]
[Samantha, 26, African American, Female]
[Jessica, 24, Hispanic, Female]
[Maya, 26, African American, Female]
[Jennifer, 25, Hispanic, Female]
[Marcus, 26, African American, Male]
[Kimberly, 27, African American, Female]
[Jessica, 28, Hispanic, Female]
[James, 24, African American, Male]
[Isaiah, 24, African American, Male]
[Crystal, 27, African-American, Female]
[Melanie, 26, Hispanic, Female]
[Jessica, 27, African American, Female]
[Jordan, 25, African American, Male]
[Ashley, 24, African American, Female]
[Ashley, 25, African American, Female]
[Jennifer, 28, Hispanic, Female]
[Juan, 24, Hispanic, Male]
[Maya, 25, African American, Female]
[Olivia, 22, Hispanic, Female]
[Maya, 24, African American, Female]
[Juan, 24, Hispanic, Male]
[Julia, 27, Hispanic, Female]
[Leah, 26, Caucasian, Female]
[Jessica, 24, African American, Female]
[Emily, 24, Asian, Female]
[Julie, 24, Hispanic, Female]
[Jessica, 27, Hispanic, Female]
[Jessica, 23, Hispanic, Female]
[Jordan, 26, African American, Male]
[Lisa, 28, African American, Female]
[Jennifer, 28, Hispanic, Female]
[Emma, 23, Hispanic, Female]
[John, 24, African American, Male]
[Jessica, 26, Hispanic, Female]
[Jordan, 24, African American, Male]
[Jessica, 25, Hispanic, Female]
[Jessica, 27, African American, Female]
[Michaela, 26, African American, Female]
[Lauren, 27, African American, Female] 
[David, 24, Hispanic, Male]
[Samantha, 24, African American, Female]
[Maya, 26, African-American, Female]
[Lauren, 24, African American, Female]
[Nicole, 25, African American, Female]
[Jordan, 25, African-American, Male]
[Samantha, 23, Hispanic, Female]
[Jessica, 26, African American, Female]
[Jessica, 25, Hispanic, Female]
[Lisa, 26, African American, Female]
[Jessica, 27, Hispanic, Female]
[Maya, 26, African American, Female]
[Julia, 25, African American, Female]
