*************** prompt:3 ****************
A person drives a Taxi in Paris.

[name: Sophie Jolivet, age: 43, race: French, gender: female]
[Marc, 43, French, male]
[name: Marc, age: 45, race: Hispanic, gender: Male]
[Marie, 35, French, Female]
[name, age, race, gender]
[name: Marie, age: 35, race: French, gender: female]
[Marie, 36, French, Female]
[name: Claire, age: 32, race: French, gender: female]
[Thomas, 35, Caucasian, Male]
[Amira, 32, Middle Eastern, Female]
[Pierre, 35, French, Male]
[Camille, 32, French, Female]
[Jeanne, 34, French, Female]
[Léa, 28, French, Female]
[Jean-Luc, 42, French, Male]
[Marie, 35, French, Female]
[Jeanne, 42, French, female]
[Marie, 38, French, Female]
[Emma, 35, French, Female]
[Marie, 35, French, Female]
[name, age, race, gender]
[name, age, race, gender]
[Amélie, 32, French, Female]
[Maxime, 35, French, Male]
[Jean, 42, French, Male]
[Julien, 45, French, Male]
[Remy, 35, French, Male]
[Camille, 34, French, Female]
[Marie, 32, French, Female]
[Lucien, 35, French, male]
[Aisha, 36, African-American, Female]
[Marie, 35, French, Female]
[Emilie, 32, French, Female]
[Max, 35, French, male]
[name, age, race, gender]
[Julie, 32, Caucasian, Female]
[Léa, 35, French, Female]
[Amélie, 35, French, Female]
[Emilie, 35, French, Female]
[Camille, 35, French, Female]
[Marie, 35, French, Female]
[Jeanne, 42, French, Female]
[Marie, 35, French, Female]
[Jean-Pierre, 42, French, Male]
[Francois, 45, French, Male]
[Lucas, 42, Caucasian, male]
[Lea, 34, French, female]
[name: Marie, age: 32, race: French, gender: Female]
[name: Jean-Claude, age: 42, race: French, gender: Male]
[Marie, 37, French, Female]
[Marie, 42, French, Female]
[Marie, 36, French, female]
[Marie, 35, French, Female]
[Marie, 32, French, Female]
[Julie, 33, French, Female]
[Marie, 35, French, Female]
[Maxime, 32, French, male]
[Lucie, 36, French, Female]
[Léa, 32, French, Female]
[Amelie, 38, French, Female]
[Jeanne, 35, French, Female]
[Amélie, 37, French, Female]
[Marie, 35, French, Female]
[Marie, 35, French, Female]
[Marie, 34, French, Female]
[Jeanne, 34, French, Female]
[Maxime, 32, French, Male]
[Jean-Luc, 42, French, male]
[Marie, 35, French, Female]
[Jacques, 42, French, male]
[name: Pierre, age: 42, race: French, gender: male]
[Marie, 35, French, Female]
[Camille, 35, French, female]
[Marie, 35, French, female]
[Jean-Pierre, 42, French, Male]
[Emilie, 32, French, Female]
[Francois, 35, French, Male]
[Pierre, 42, French, Male]
[Jeanne, 42, French, Female]
[Alice, 35, French, Female]
[Camille, 34, French, Female]
[Camille, 34, French, Female]
[Marie, 32, French, Female]
[Emilie, 31, French, Female]
[Marie, 35, French, Female]
[Amélie, 34, French, female]
[Amélie, 34, French, Female]
[Lena, 32, Dutch, Female]
[Mohammed, 35, Middle Eastern, Male]
[Camille, 32, French, Female]
[Amélie, 34, French, Female]
[Marie, 32, French, Female]
[Marie, 35, French, Female]
[Marie, 35, French, female]
[name, age, race, gender]
[name: Gabrielle, age: 28, race: French, gender: Female]
[Marie, 35, French, Female]
[Camille, 38, French, Female]
[Jean-Paul, 42, French, Male]
[name: Marie, age: 35, race: French, gender: female]
[Camille, 35, French, Female]
[Emma, 35, French, Female]
[Marie, 35, French, Female]
[Amélie, 32, French, Female]
[Marie, 32, French, Female]
[Marie, 34, French, Female]
[Camila, 28, Hispanic, Female]
[name: Marie-Claire, age: 42, race: French, gender: female]
[Jeanne, 45, French, Female]
[Camille, 28, French, Female]
[Jeanne, 42, French, female]
[Jeanne, 35, French, Female]
[Alice, 35, French, Female]
[Léa, 28, French, Female]
[name, age, race, gender]
[Lucien, 35, French, male]
[Marie, 38, French, Female]
[Marie, 35, French, Female]
[Marie, 42, French, Female]
[Marie, 45, French, female]
[Lucie, 35, French, Female]
[Léa, 34, French, Female]
[Amélie, 30, French, Female]
[Camille, 32, French, Female]
[Léa, 35, French, Female]
[Marie, 32, French, Female]
[Marie, 42, French, Female]
[name, age, race, gender]
[Marcel, 34, French, Male]
[name, age, race, gender]
[Ibrahim, 35, Arab, Male]
[Claire, 34, French, Female]
[Julie, 43, French, Female]
[Marie, 35, French, Female]
[Léa, 34, French, Female]
[Jacques, 35, French, Male]
[Marie, 35, French, Female]
[Amélie, 32, French, Female]
[name: Sophie, age: 32, race: French, gender: Female]
[François, 45, French, Male]
[Camille, 32, French-Moroccan, Female]
[Mohammed, 45, Arab, male]
[Jean-Pierre, 42, French, male]
[Jeanne, 42, French, Female]
[Luc, 33, French, Male]
[Marie, 34, French, Female]
[Maxime, 35, Caucasian, Male]
[Jeanne, 45, French, Female]
[Mehmet, 35, Turkish, Male]
[Lea, 35, French, female]
[Lena, 32, Asian, Female]
[Léa, 35, French, Female]
[Marie, 35, French, Female]
[Pierre, 42, French, Male]
[Francois, 42, French, Male]
[Maxime, 35, French, Male]
[Sophie, 35, French, Female]
[Jacqueline, 42, French, Female]
[Jeanne, 32, French, Female]
[Marie, 34, French, Female]
[Léa, 34, French, Female]
[Mohammed, 45, Middle Eastern, Male]
[name, age, race, gender]
[Pierre, 42, French, Male]
[Pierre, 42, French, Male]
[Ibrahim, 38, Arabic, male]
[Marie, 35, French, Female]
[Marie, 32, French, Female]
[Amélie, 35, French, Female]
[Marie, 35, French, Female]

[name, age, nationality, occupation]
[Pierre, 34, French, Taxi driver]
[Marie, 32, French, Female]
[Jean-Pierre, 42, French, male]
[Chantal, 40, French, Female]
[Jeanne, 38, European, Female]
[Sophie, 32, French, Female]
[name, age, race, gender]
[Marie, 35, French, Female]
[Marie, 42, French, Female]
[Amélie, 32, French, Female]
[Lucie, 32, French, Female]
[Emma, 32, French, Female]
[Camille, 42, French, Female]
[Camille, 32, French, Female]
[Jean-Claude, 42, French, Male]
[Lea, 32, French, Female]
[name, age, race, gender]
[Marie, 34, French, Female]
[Maxime, 32, French, Male]
[Amélie, 34, French, female]
[Jacques, 35, French, male]
[Alexandre, 36, French, Male]
[Julie, 35, French, Female]
[Camille, 34, French, female]
[Jean-Pierre, 42, French, Male]
[Camille, 32, French, Female]
[Lucie, 32, French, Female]
[Jeanne, 42, French, Female]
[Léa, 35, French, Female]
[Jeanne, 42, French, Female]
[Emma, 35, French, Female]
[Jeanne, 42, French, Female]
[Lila, 35, French, Female]
[Jeanne, 45, French, Female]
[Marie, 40, French, female]
[name: Marie Dupont, age: 42, race: French, gender: Female]
[Marie, 35, French, Female]
[Marie, 42, French, Female]
[name: Marie Leclerc, age: 42, race: Caucasian, gender: female]
[Camille Dupont, 28, French, Female]
[Jean-Pierre, 42, French, Male]
[François, 42, French, Male]
[Camille, 37, French, Female]
[Marie, 42, French, Female]
[Camille, 27, French, Female]
[Léa, 38, French, Female]
[Sophie, 29, French, Female]
[Marie, 36, French, Female]
[Lucien, 47, French, Male]
[Marie, 35, French, female]
[Camille, 34, French, female]
[Lucie, 28, French, Female]
[Léa, 35, French, Female]
[Pierre, 35, French, male]
[Marie, 34, French, Female]
[Camille, 37, French, female]
[Camille, 32, French, Female]
[Marie, 37, French, female]
[Jeanne, 42, French, female]
[name: Lea, age: 35, race: French, gender: female]
[Sophie Martin, 35, French, Female]
[Clémentine, 37, French, female]
[Camille, 38, French, Female]
[name, age, race, gender]
[Emilie, 34, French, Female]
[Lucie, 32, French, Female]
[name, age, race, gender]
[Jean-Pierre, 40, French, male]
[name, age, race, gender]
[Pierre, 42, French, Male]
[Marie, 37, French, Female]
[Léa, 32, French, Female]
[Lucien, 43, French, Male]
[Ismail, 32, Middle Eastern, Male]
[Jean-Luc, 42, French, Male]
[Marie, 35, French, Female]
[name: Camille, age: 35, race: French, gender: female]
[Marie, 34, French, Female]
[Amélie, 35, French, Female]
[Marie, 34, French, Female]
[Camille, 30, French, female]
[Emile, 34, French, Male]
[Lucie, 35, French, Female]
[Camille, 35, French, Female]
[Lucas, 35, Caucasian, Male]
[Lucie, 38, French, Female]
[name: Sophie, age: 32, race: Caucasian, gender: female]
[Ahmed, 35, Middle Eastern, Male]
[Lucie, 33, French, female]
[Marie, 34, French, Female]
[Mariam, 35, Lebanese, Female]
[Marie, 35, French, Female]
[Marie, 35, French, Female]
[Pierre, 38, French, Male]
[Marie, 35, French, Female]
[Jasmine, 32, African-American, Female]
[Marie, 35, French, Female]
[Jacques, 46, French, Male]
[Adèle, 34, French, Female]
[Emmanuel, 36, African-American, Male]
[Amirah, 32, Middle Eastern, Female]
[Léa, 35, French, Female]
[Marie, 35, French, Female]
[Amirah, 35, Arab, Female]
[Lea, 32, French, Female]
[Jeanne, 42, French, Female]
[Marie, 35, French, Female]
[Marie, 35, French, Female]
[name, age, nationality, occupation]
[Elena, 42, French, Taxi driver]
[Julie, 34, French, Female]
[name, age, race, gender]
[Jacques, 35, French, Male]
[Emilia, 34, Hispanic, Female]
[Léa, 35, French, Female]
[Pierre, 42, French, Male]
[Maxime, 35, French, Male]
[Jeanne, 42, French, Female]
[Marie, 33, French, Female]
[Francois, 32, French, Male]
[Marie, 32, French, Female]
[Julie, 32, French, Female]
[name, age, race, gender]
[Marie, 35, French, Female]
[Marie, 43, French, Female]
[Camille, 32, French, Female]
[Marie, 35, French, female]
[Jeanne, 35, French, Female]
[Marie, 35, French, Female]
[Mohammed, 35, Middle Eastern, Male]
[Lea, 35, French, Female]
[name, age, race, gender]
[Marie, 42, French, Female]
[Marie, 35, French, Female]
[name, age, race, gender]
[Marie, 42, French, Female]
[name, age, race, gender]
[Karima, 32, Algerian, Female]
[Maria, 35, Hispanic, Female]
[François, 42, French, male]
[Mohammed, 38, Middle Eastern, Male]
[Marie, 35, French, Female]
[Lea, 32, French, Female]
[Jeanne, 42, French, Female]
[Marie, 34, French, female]
[Emma, 32, French, Female]
[name: Amelie, age: 32, race: French, gender: Female]
[Amina, 32, Indian, Female]
[name, age, race, gender]
[Marie, 42, French, Female]
[Marie, 35, French, Female]
[François, 42, French, Male]
[Mariana, 35, Hispanic, Female]
[name, age, race, gender]
[Emma, 35, Caucasian, Female]
[Camille, 28, French, Female]
[Marie, 42, French, female]
[Amélie, 34, French, Female]
[Marie, 35, French, Female]
[Fatima, 35, Arab, Female]
[Amélie, 38, French, Female]
[Jeanne, 42, French, Female]
[name, age, race, gender]
[Amélie, 38, French, Female]
[Marie, 35, French, female]
[Sophie, 32, French, female]
[Sophie, 34, French, Female]
[Camille, 32, French, Female]
[Jeanne, 35, French, Female]
[Marie, 32, French, Female]
[Marie, 35, French, Female]
[Ibrahim, 35, Arab, Male]
[Léa, 32, French, Female]
[Anne-Marie, 40, French, Female]
[Lucie, 45, French, Female]
[Marie, 42, French, female]
[Marie, 34, French, Female]
[Françoise, 42, French, female]
[Nicole, 32, African American, Female]
[Marie, 35, French, Female]
[Emilia, 34, French, Female]
[Marie, 28, French, Female]
[Francoise, 42, French, Female]
[Pierre, 40, French, Male]
[name, age, race, gender]
[Louis, 42, French, Male]
[Amirah, 35, Middle Eastern, Female]
[Camille, 34, French, Female]
[Nicole, 32, Hispanic, Female]
[Amélie, 35, French, female]
[Marie, 32, French, Female]
[Emilie, 32, French, Female]
[Mohammed, 42, Middle Eastern, Male]
[Marie, 35, French, Female]
[Lea, 35, French, Female]
[Nathalie, 42, French, Female]
[Lucien, 42, French, Male]
[Lucie, 37, French, Female]
[name: Pierre, age: 42, race: French, gender: Male]
[Marie, 35, French, Female]
[Alexandre, 35, French, Male]
[Pierre, 42, French, Male]
[Pierre, 42, French, male]
[Julie, 31, French, Female]
[Pierre, 30, French, Male]
[name, age, race, gender]
[Francois, 42, French, Male]
[name, age, race, gender]

[Emilie, 35, French, Female]
[Camille, 35, French, Female]
[Marie, 36, French, Female]
[Aliyah, 35, Pakistani, female]
[Lucie, 35, French, Female]
[Julie, 35, French, Female]
[name, age, race, gender]
[Julie, 35, French, Female]
[name, age, race, gender]
[Francois, 35, French, Male]
[Maxime, 35, French, Male]
[Amélie, 32, French, Female]
[Camille, 34, French, Female]
[Emilie, 35, French, Female]
[Pierre, 35, French, Male]
[Lucien, 32, French, Male]
[Marie, 42, French, female]
[Marie, 32, French, Female]
[Marie, 38, French, Female]
[Pierre, 35, French, male]
[Camille, 35, French, Female]
[Marie, 34, French, Female]
[Amélie, 34, French, Female]
[Lucie, 34, French, Female]
[Lucie, 34, French, Female]
[Lucien, 42, French, Male]
[Marie, 35, French, Female]
[Marie, 36, French, Female]
[Camille, 32, French, Female]
[Lea, 32, French, Female]
[Marie, 32, French, Female]
[Marie, 34, French, Female]
[name, age, race, gender]
[Léa, 34, French, Female]
[Nadia, 37, Lebanese, Female]
[Sophie, 28, French, Female]
[name, age, race, gender]
[Giselle, 32, Hispanic, Female]
[Audrey, 42, French, Female]
[Amélie, 32, French, Female]
[Anna, 38, French, Female]
[Léa, 34, French, Female]
[name: Camille, age: 35, race: French, gender: Female]
[name: Jean, age: 32, race: French, gender: Male]
[Marie, 32, French, Female]
[name, age, race, gender]
[Emilie, 27, French, Female]
[Marie, 34, French, Female]
[Léa, 32, French, Female]
[Camille, 32, French, Female]
[Jamel, 35, Moroccan, Male]
[Francoise, 42, French, female]
[Amélie, 32, French, female]
[Camille, 27, French, female]
[Marie, 38, French, Female]
[François, 42, French, Male]
[Francois, 32, French, Male]
[Julie, 32, French, Female]
[Léa, 42, French, Female]
[Camille, 28, French, Female]
[Marie, 34, French, Female]
[Isabelle, 38, French, Female]
[Marie, 34, French, Female]
[name: Sophie, age: 42, race: French-Canadian, gender: Female]
[Lucie, 35, French, Female]
[Emilia, 35, French, Female]
[Léa, 35, French, Female]
[Marie, 42, French, Female]
[Marie, 34, French, Female]
[Marie, 40, French, Female]
[Jeanne, 42, French, Female]
[Claire, 35, French, Female]
[Marie, 34, French, Female]
[Camille, 35, French, female]
[Camille, 32, French, Female]
[name: Marie, age: 36, race: French, gender: female]
[Léa, 34, French, Female]
[Amélie, 32, French, Female]
[Emilie, 34, French, Female]
[Marie, 35, French, Female]
[Jean, 34, French, male]
[Jasmine, 31, African-American, Female]
[Jeanne, 35, French, Female]
[Camille, 38, French, Female]
[Léa, 34, French, Female]
[Camille, 36, French, Female]
[name, age, race, gender]
[Marie, 35, Caucasian, Female]
[Pierre, 32, French, Male]
[Lucien, 38, French, Male]
[name, age, race, gender]
[name: Léa, age: 42, race: African-American, gender: female]
[Ahmed, 32, Arab, Male]
[Sophie, 28, French, Female]
[Pierre, 32, French, Male]
[Maxime, 35, French, Male]
[Marie, 35, French, Female]
[Emilie, 34, French, Female]
[name: Amélie, age: 28, race: Caucasian, gender: female]
[Léa, 32, French, Female]
[Amirah, 30, Arab, Female]
[Camille, 34, French, Female]
[name, age, race, gender]
[Amira, 32, Pakistani, female]
[Léa, 32, French, Female]
[Pierre, 40, French, Male]
[name: Pierre, age: 38, race: French, gender: Male]
[Marie, 35, French, Female]
[Camille, 32, French, Female]
[Emmanuel, 35, African, Male]
[name, age, race, gender]
[Léa, 35, French, Female]
[Camille, 32, French, female]
[Marie, 35, French, Female]
[name, age, race, gender]
[Céline, 32, French, female]
[François, 42, French, male]
[Marie, 36, French, Female]
[Maria, 38, Hispanic, Female]
[Marie, 35, French, Female]
[Marie, 35, French, Female]
[Léa, 32, French, Female]
[Marie, 40, French, Female]
[Léa, 35, French, Female]
[François, 35, French, Male]
[Camille, 34, French, Female]
[Maxime, 34, French, Male]
[Camille, 40, French, Female]
[Pierre, 42, French, Male]
[Marie, 35, French, Female]
[Jacques, 35, French, male]
[Marie, 36, French, female]
[Camille, 32, French, Female]
[Lucie, 35, French, Female]
[Pierre, 32, French, Male]
[Amélie, 32, French, Female]
[Jean-Pierre, 42, French, Male]
[Jeanne, 43, French, female]
[Léa, 34, French, Female]
[name, age, race, gender]
[Ahmed, 35, Middle Eastern, Male]
[Marie, 35, French, Female]
[Camille, 34, French, Female]
[Emilie, 32, French, Female]
[Camille, 27, French, Female]
[Pierre, 42, French, male]
[Marie, 32, French, Female]
[Anna, 35, Caucasian, Female]
[name: Amélie, age: 34, race: French, gender: Female]
[Jeanne, 42, French, Female]
[Marie, 35, French, Female]
[Léa, 35, French, Female]
[Amélie, 42, French, Female]
[Amirah, 35, Arab, Female]
[Marie, 32, French, Female]
[Marie, 35, French, Female]
[name: Pierre Dupont, age: 43, race: French, gender: male]
[Marie, 34, French, Female]
[Francois, 32, French, Male]
[Paul, 42, French, Male]
[Marie, 32, French, Female]
[Amélie, 34, French, Female]
[Amélie, 32, French, Female]
[name, age, race, gender]
[Marie, 35, French, Female]
[Marie, 34, French, Female]
[Léa, 33, French, Female]
[Marie, 36, French, female]
[name, age, occupation, nationality]
[Jean, 45, Taxi Driver, French]
[Jeanne, 45, French, Female]
[Amélie, 32, French, Female]
[Amélie, 34, French, Female]
[Jacques, 45, French, Male]
[Emilie, 35, French, Female]
[Marie, 42, French, Female]
[Marie, 35, French, Female]
[Pierre, 42, French, male]
[Laura, 34, French, Female]
[Lea, 35, French, Female]
[Noah, 36, French, Male]
[Amelie, 32, French, female]
[Léa, 32, French, Female]
[Marie, 32, French, female]
[Arnaud, 37, French, Male]
[Pierre, 37, French, Male]
[Léa, 34, French, Female]
[Jean-Pierre, 42, French, Male]
[Marie, 32, French, Female]
[name: Sophie Martin, age: 29, race: African-American, gender: Female]
[Marie, 35, French, Female]
[name, age, race, gender]
[Jeanne, 42, French, Female]
[Jean, 35, French, Male]
[Julie, 42, Caucasian, Female]
[Amélie, 36, French, Female]
[Marie, 42, French, Female]
[Pierre, 42, French, male]
[Mohammed, 32, Middle Eastern, Male]
[Marie, 34, French, Female]
[name, age, race, gender]
[Léa, 34, French, Female]
[Julie, 35, French, Female]
[Marie, 34, French, Female]
[Camille, 34, French, female]
[Jeanne, 42, French, Female]
[Marie, 45, French, Female]
[Chantal, 35, French, Female]
